"parcel_id","state","district","land_area","land_type","land_use","number_of_owners","ownership_complexity","previous_dispute","previous_objections","land_value","estimated_compensation","environmental_risk","road_accessibility","distance_to_road","project_type","stakeholder_count","land_use_conflict","documentation_completeness","historical_acquisition_duration","acquisition_risk","acquisition_duration"
"SYN-LA-00682","Uttar Pradesh","Ranchi","11.61","Industrial","Mixed use","2","3","0","0","9.34","12.48","","6","11.77","Water management","12","3","8","4.71","1","7.65"
"SYN-LA-00683","Jharkhand","Bhojpur","14.29","Industrial","Mixed use","3","3","0","0","12.49","14.32","7","10","4.24","Public utility","19","1","9","11.13","0","12.26"
"SYN-LA-00684","Uttar Pradesh","Gaya","9.08","Agricultural","Fallow","4","6","0","","3.45","3.8","2","3","11.34","Water management","3","2","6","8.64","1","10.77"
"SYN-LA-00685","Jharkhand","Dhanbad","23.23","Commercial","Mixed use","1","3","0","1","12.83","13.97","7","7","7.1","Industrial corridor","19","4","10","10.52","1","12.67"
"SYN-LA-00686","Jharkhand","","9.91","Forest buffer","Mixed use","5","6","0","0","8.16","10.18","9","5","","Rail","16","4","10","6.98","1","8.24"
"SYN-LA-00687","Jharkhand","Begusarai","23.18","Forest buffer","Single-crop","6","8","1","2","11.25","14.17","5","4","0.11","Road","13","0","5","14.24","2","19.49"
"SYN-LA-00688","Bihar","Ranchi","2.39","Forest buffer","Multi-crop","3","3","0","1","1.61","2.18","5","4","","Rail","2","1","6","","1","14.35"
"SYN-LA-00689","Bihar","","17.2","Residential","Residential","2","4","0","0","11.23","13.63","7","8","4.81","Water management","7","1","10","9.65","0","10.29"
"SYN-LA-00690","Uttar Pradesh","Gaya","1.5","Agricultural","Residential","7","9","0","0","0.35","0.45","4","","","","4","3","5","8.72","2","12.15"
"SYN-LA-00691","Bihar","Purnia","","Agricultural","Commercial","5","6","1","4","6.74","","4","5","6.53","Water management","12","2","10","14.18","2","19.41"
"SYN-LA-00692","Uttar Pradesh","Muzaffarpur","8.58","Agricultural","Single-crop","5","6","0","0","3.51","3.71","4","6","4.45","Rail","9","2","7","6.69","1","7.77"
"SYN-LA-00693","Jharkhand","Gaya","6.96","Forest buffer","Fallow","6","6","0","0","4.53","5.94","4","8","6.84","Industrial corridor","4","4","4","6.81","1","10.52"
"SYN-LA-00694","Bihar","Ranchi","20.27","Industrial","Fallow","6","6","0","","","18.23","4","6","5.39","Public utility","11","3","5","8.61","1","10.26"
"SYN-LA-00695","Bihar","Saran","19.04","Forest buffer","Mixed use","6","6","0","0","3.86","4.39","3","2","5.24","Road","8","5","3","8.07","2","12.7"
"SYN-LA-00696","Bihar","Muzaffarpur","13.79","Forest buffer","Residential","3","3","0","0","11.35","14.27","2","3","2.9","Rail","9","3","","8.76","1","10.88"
"SYN-LA-00697","Jharkhand","","13.68","Industrial","Residential","8","10","0","0","5.79","7.65","3","10","8.27","Rail","3","3","","7.89","1","10.28"
"SYN-LA-00698","Jharkhand","Vaishali","14.9","Forest buffer","Residential","2","3","0","","7.67","9.45","5","7","10.7","Road","7","3","8","11.66","1","12.77"
"SYN-LA-00699","Bihar","Bhojpur","16.28","Industrial","Fallow","3","2","","0","10.45","12.33","6","7","5.98","Road","2","4","8","8.22","1","11.02"
"SYN-LA-00700","Jharkhand","Patna","9.26","Commercial","Single-crop","6","8","0","1","5.42","6.26","4","5","9.1","Water management","2","4","5","9.73","2","12.63"
"SYN-LA-00701","Bihar","Dhanbad","6.46","Commercial","Commercial","6","","0","1","4.54","5.32","5","10","11.62","Water management","19","3","4","12.58","2","15.83"
"SYN-LA-00702","Jharkhand","Gaya","23.25","Agricultural","Mixed use","","2","0","0","12.57","15.95","1","10","2.78","Road","14","","6","9.04","1","12.64"
"SYN-LA-00703","Bihar","Bhagalpur","19.16","Residential","Multi-crop","1","1","0","1","6.4","8.56","5","8","6.08","","8","3","9","7.4","0","9.68"
"SYN-LA-00704","Bihar","Dhanbad","17.92","Residential","Single-crop","4","6","1","4","14.2","17.25","4","7","9.5","Water management","5","0","9","10.03","2","15.57"
"SYN-LA-00705","Bihar","Nalanda","16.48","Industrial","Single-crop","","4","0","1","3.75","4.58","4","3","8.32","Public utility","14","1","8","7.27","1","9.39"
"SYN-LA-00706","Bihar","Vaishali","3.27","Commercial","Mixed use","8","8","0","0","2.83","3.27","3","9","6.63","Rail","10","0","7","9.45","1","10.78"
"SYN-LA-00707","Uttar Pradesh","Saran","6.67","Commercial","Fallow","2","1","0","0","1.71","2.19","4","8","1.84","Public utility","19","4","5","5.68","1","8.22"
"SYN-LA-00708","Bihar","Muzaffarpur","9.22","Commercial","Commercial","7","7","0","0","4.7","6.25","4","4","10.62","Rail","8","7","6","9.99","2","13.65"
"SYN-LA-00709","Jharkhand","","","Residential","Fallow","6","7","0","0","6","7.64","6","4","5.77","Rail","15","4","3","10.5","2","14.66"
"SYN-LA-00710","Jharkhand","Patna","9.16","Forest buffer","Mixed use","1","1","0","1","3.24","4.48","2","6","6.22","Industrial corridor","16","1","6","5.88","0","8.41"
"SYN-LA-00711","Uttar Pradesh","Begusarai","16.28","Agricultural","Fallow","6","8","0","0","4.82","5.92","8","9","9.9","Industrial corridor","","3","5","14.09","2","16.63"
"SYN-LA-00712","Bihar","Vaishali","6.54","Industrial","Commercial","1","3","0","0","3.82","4.91","6","4","0.98","Industrial corridor","15","4","5","10.84","1","14.89"
"SYN-LA-00713","Jharkhand","Purnia","1.96","Industrial","Commercial","1","0","1","3","1.71","1.98","7","3","5.53","Industrial corridor","16","4","9","12.79","2","19.48"
"SYN-LA-00714","Bihar","Saran","3.58","Agricultural","Residential","2","2","0","0","0.96","1.21","5","8","1.99","Public utility","10","3","6","9.48","1","12.29"
"SYN-LA-00715","Jharkhand","Nalanda","20.67","Residential","Residential","4","6","1","0","3.82","4.63","6","6","","Water management","7","2","5","","2","16.02"
"SYN-LA-00716","Jharkhand","Vaishali","19.97","Forest buffer","Residential","5","7","0","0","14.5","15.97","4","2","0.19","Road","19","5","5","13.5","2","17.23"
"SYN-LA-00717","Jharkhand","Nalanda","13.66","Commercial","Multi-crop","8","9","0","0","4.25","4.61","1","7","9.34","Water management","18","1","7","11.29","1","13.88"
"SYN-LA-00718","Bihar","Vaishali","6.84","Forest buffer","Single-crop","5","7","0","0","5.29","5.51","5","6","7.84","","4","4","6","8.45","1","10.9"
"SYN-LA-00719","Bihar","Vaishali","18.53","Agricultural","Fallow","8","8","0","0","9.83","12.68","4","6","1.07","Public utility","14","5","5","12.67","1","15.73"
"SYN-LA-00720","Jharkhand","Ranchi","24.26","Commercial","Single-crop","3","5","","0","6.3","7.23","5","9","","Water management","5","5","5","6.61","1","9.61"
"SYN-LA-00721","Jharkhand","Begusarai","17.85","Residential","Single-crop","5","7","","","4.59","5.38","6","8","0.71","Water management","6","5","5","8.63","1","12.93"
"SYN-LA-00722","Bihar","Ranchi","6.92","","Multi-crop","3","4","1","2","5.71","7.15","5","9","","Road","8","1","6","9.27","1","13.19"
"SYN-LA-00723","","Nalanda","4.34","Residential","Multi-crop","1","2","1","2","1.64","2.28","4","4","6.98","Industrial corridor","2","3","8","7.88","1","12.52"
"SYN-LA-00724","Jharkhand","Saran","14.05","Agricultural","Commercial","1","1","0","0","6.7","8.55","1","6","9.86","Water management","7","1","9","6.72","0","6.79"
"SYN-LA-00725","Bihar","Begusarai","1.04","Agricultural","Commercial","2","2","1","1","0.75","0.87","1","8","8.75","Rail","16","3","6","6.38","1","11.91"
"","Bihar","Dhanbad","4.51","Agricultural","Fallow","8","9","0","0","0.9","1.21","4","3","5.66","Rail","20","1","7","8.55","2","10.68"
"SYN-LA-00727","Uttar Pradesh","","19.95","Industrial","Commercial","8","10","0","","9.89","10.56","1","8","12.09","Public utility","7","1","4","13.9","2","14.91"
"SYN-LA-00728","Jharkhand","Gaya","5.04","Forest buffer","Single-crop","6","8","","4","2.19","2.96","5","4","2.43","Road","16","4","4","15.36","3","22.64"
"SYN-LA-00729","Uttar Pradesh","Purnia","13.56","Commercial","Commercial","","3","0","1","5.59","6.24","1","9","3.89","Road","16","5","9","6.65","0","10.39"
"","Jharkhand","","16.27","Commercial","Single-crop","5","7","0","0","8","8.6","8","3","2.51","","7","1","6","6.75","1","7.89"
"SYN-LA-00731","Uttar Pradesh","Patna","13.16","Residential","Multi-crop","3","5","0","0","10.18","12.05","9","7","5.86","Water management","18","4","8","5.05","1","7.9"
"SYN-LA-00732","Bihar","Bhojpur","1.34","Agricultural","Fallow","1","1","0","0","0.8","0.89","7","4","1.27","Water management","11","4","9","7.69","1","9.69"
"SYN-LA-00733","Bihar","Ranchi","23.4","Forest buffer","Fallow","8","8","1","","10.84","12.54","6","1","2.21","Road","15","5","3","15.94","3","23.3"
"SYN-LA-00734","Uttar Pradesh","Dhanbad","11.25","Agricultural","Fallow","3","3","0","0","7.36","9.41","4","8","6.63","Road","14","4","10","8.65","1","8.7"
"SYN-LA-00735","Bihar","Gaya","8.88","","Fallow","1","1","0","0","4.86","5.19","1","","3.46","Industrial corridor","15","3","10","4.04","0","5.71"
"SYN-LA-00736","Uttar Pradesh","Gaya","3.4","Commercial","Commercial","6","6","0","","0.67","0.78","2","9","10.43","Road","20","2","","6.32","1","8.36"
"SYN-LA-00737","","Bhojpur","10.74","Industrial","Multi-crop","2","1","1","3","6.62","8.98","7","10","2.09","","20","4","8","7.65","1","13.33"
"SYN-LA-00738","Jharkhand","Begusarai","2.84","Forest buffer","Fallow","","1","0","0","1.02","1.07","4","8","0.3","Water management","11","0","6","5.97","0","8.54"
"SYN-LA-00739","Bihar","Muzaffarpur","15.42","Industrial","Single-crop","6","6","1","2","6.42","8.67","","3","10.01","Road","12","2","4","14.99","3","20.06"
"SYN-LA-00740","Bihar","Purnia","15.98","Forest buffer","","1","1","0","0","","5.94","7","","4.18","Public utility","19","4","8","9.7","1","10.46"
"SYN-LA-00741","Jharkhand","Patna","7.47","Agricultural","Fallow","8","10","0","0","5.25","5.83","5","5","3.82","Public utility","17","","8","10.26","1","10.65"
"SYN-LA-00742","Jharkhand","Muzaffarpur","17.16","Forest buffer","Mixed use","2","4","1","4","14.22","16.34","7","5","9.2","Industrial corridor","15","1","5","8.79","3","16.63"
"SYN-LA-00743","Jharkhand","Bhagalpur","14.14","Commercial","","1","","0","1","10.13","13.55","7","8","8.25","Industrial corridor","","2","6","6.87","1","10.12"
"SYN-LA-00744","Bihar","Saran","21.93","Agricultural","Fallow","5","5","0","0","18.57","24.97","3","6","6.41","Public utility","19","0","10","11.63","1","12.08"
"SYN-LA-00745","Uttar Pradesh","Ranchi","9.18","Agricultural","Residential","5","6","0","0","3.03","3.42","7","4","5.87","Road","16","7","7","11.78","2","16.4"
"SYN-LA-00746","Bihar","Purnia","3.08","Forest buffer","Multi-crop","4","4","0","0","1.91","2.08","5","6","2.16","Road","7","3","5","7.78","1","10.55"
"SYN-LA-00747","Jharkhand","Begusarai","23.89","Industrial","Fallow","5","5","0","0","10.63","13.05","0","9","2.82","Public utility","12","3","7","10.4","1","12.28"
"SYN-LA-00748","Jharkhand","Patna","14.21","Forest buffer","Fallow","4","6","1","0","7.46","8.86","6","7","0.66","Public utility","5","3","10","9.74","1","10.74"
"SYN-LA-00749","Uttar Pradesh","Saran","","Agricultural","Single-crop","","9","0","1","2.18","2.7","5","4","6.53","Water management","8","","4","9.85","2","13.42"
"SYN-LA-00750","Jharkhand","Bhagalpur","21.59","Industrial","Single-crop","1","3","0","0","4.52","5.49","3","6","1.85","Road","9","0","6","6.76","0","7.21"
"SYN-LA-00751","Bihar","Bhagalpur","19.6","Agricultural","Residential","","6","0","0","11.29","14.8","5","","1.44","Water management","8","2","5","7.56","1","8.7"
"SYN-LA-00752","Bihar","Begusarai","15.66","Forest buffer","Fallow","1","1","0","0","11.67","15.76","10","7","3.3","Road","12","5","5","11.24","1","14.98"
"SYN-LA-00753","Bihar","Saran","15.23","Commercial","Mixed use","5","6","0","0","11.99","16.56","5","9","6.58","Road","4","3","6","11.84","1","14.37"
"SYN-LA-00754","Uttar Pradesh","Bhojpur","17.65","Commercial","Fallow","","2","","0","10.4","13.81","3","7","8.45","Water management","4","2","5","5.1","0","8.51"
"SYN-LA-00755","Bihar","","23.25","Agricultural","Commercial","7","8","0","0","11.36","11.73","","7","8.02","Industrial corridor","11","1","6","8.14","1","10.37"
"SYN-LA-00756","Jharkhand","Patna","21.65","Agricultural","Commercial","1","","0","0","9.69","12.39","2","9","11.13","Road","2","1","6","3.82","0","4.77"
"SYN-LA-00757","Bihar","Muzaffarpur","14.36","Industrial","Multi-crop","4","6","0","0","","3.49","5","7","11.74","Road","8","5","6","9.4","1","11.05"
"SYN-LA-00758","Uttar Pradesh","","8.37","Commercial","","5","","1","2","2.17","2.94","5","7","1.2","Water management","20","0","7","","2","17.35"
"SYN-LA-00759","Bihar","Muzaffarpur","13.42","Commercial","Multi-crop","6","7","1","2","","3.63","8","8","10.01","Road","12","1","8","14.7","2","18.2"
"SYN-LA-00760","Uttar Pradesh","Begusarai","24.99","Agricultural","Commercial","8","10","0","0","4.89","6.66","6","4","6.06","Public utility","10","2","7","10.91","2","13.66"
"SYN-LA-00761","Bihar","Begusarai","23.28","Residential","Mixed use","2","4","1","4","","8.12","7","8","0.41","Industrial corridor","5","3","","13.2","2","21.13"
"SYN-LA-00762","Uttar Pradesh","Nalanda","2.51","Forest buffer","Mixed use","8","8","0","1","1.78","2.4","5","6","9.68","Rail","17","1","6","14.32","2","16.33"
"SYN-LA-00763","Bihar","Bhagalpur","7.97","Industrial","Residential","3","4","0","0","2.8","3.38","4","7","5.16","Road","19","4","7","7.6","1","10.84"
"SYN-LA-00764","Bihar","Bhojpur","21.99","Agricultural","Mixed use","3","3","0","0","12.22","16.35","7","8","10.08","Rail","7","5","8","4.73","1","5.82"
"SYN-LA-00765","Bihar","Muzaffarpur","20.99","Industrial","Single-crop","1","2","0","0","","18.45","7","5","5.71","Water management","13","5","8","6.49","1","8.97"
"SYN-LA-00766","Jharkhand","Purnia","13.42","Commercial","Mixed use","2","3","1","0","7.78","10.06","4","8","9.96","Public utility","2","3","8","10.16","1","14.33"
"SYN-LA-00767","Uttar Pradesh","Begusarai","","Commercial","Residential","5","5","0","1","2.09","2.88","8","9","7.78","Water management","14","4","5","10.05","1","14"
"SYN-LA-00768","Bihar","Patna","1.65","Industrial","Mixed use","2","2","0","","0.38","0.53","4","5","7.2","Industrial corridor","17","","7","","1","5.8"
"SYN-LA-00769","Uttar Pradesh","Dhanbad","23.04","Forest buffer","Fallow","1","1","0","0","5.83","6.11","6","4","7.13","Road","6","4","","7.74","0","9.29"
"","Bihar","Purnia","24.98","Residential","Mixed use","5","6","1","0","","6.28","0","10","3.32","Road","13","1","8","11.66","1","14.69"
"SYN-LA-00771","Jharkhand","Nalanda","9.53","Commercial","Residential","2","3","1","","6.59","7.5","5","8","1.85","Road","7","5","7","7.1","1","14.59"
"SYN-LA-00772","Uttar Pradesh","Gaya","22.67","Commercial","Mixed use","2","3","0","0","7.33","7.7","3","","7.55","Road","19","5","7","7.32","1","11.26"
"SYN-LA-00773","Uttar Pradesh","Bhagalpur","7.72","Residential","Multi-crop","5","6","0","0","2.35","2.8","1","7","2.74","Road","14","1","6","11.99","1","13.34"
"SYN-LA-00774","Jharkhand","Bhagalpur","18.31","Commercial","Commercial","7","8","0","","9.75","10.39","0","5","","Industrial corridor","4","1","6","7.97","1","11.03"
"SYN-LA-00775","Jharkhand","Purnia","15.93","Industrial","Fallow","2","1","0","0","6.59","8.69","2","8","2.98","Water management","18","3","10","9.31","0","10.24"
"SYN-LA-00776","Bihar","Bhojpur","5.16","Commercial","Multi-crop","4","5","0","0","1.19","1.39","0","4","4.23","Rail","14","5","6","8.65","1","12.65"
"SYN-LA-00777","Jharkhand","Saran","8.26","Commercial","Commercial","1","1","1","4","2.36","3.03","","6","11.62","Public utility","20","1","9","8.61","1","14.94"
"SYN-LA-00778","Jharkhand","Vaishali","3.82","Forest buffer","Commercial","3","4","0","0","0.94","1.1","3","5","2.35","Public utility","14","3","7","10.08","1","11.38"
"SYN-LA-00779","Jharkhand","Bhojpur","16.38","Forest buffer","Commercial","6","7","0","1","9.79","10.09","9","6","10.65","Public utility","2","1","4","14.24","2","18.01"
"SYN-LA-00780","Bihar","Purnia","7.09","Commercial","","6","7","","0","2.16","2.31","6","4","8.39","Industrial corridor","2","3","","12.96","2","16.64"
"SYN-LA-00781","Bihar","Bhojpur","14.53","Commercial","Single-crop","7","7","0","0","4.42","4.63","4","4","11.02","Water management","18","1","7","7.92","1","8.12"
"SYN-LA-00782","Jharkhand","Saran","8.76","Forest buffer","Mixed use","","","1","4","6.46","8.34","4","5","10.91","Water management","4","1","7","8.89","2","13.44"
"SYN-LA-00783","Uttar Pradesh","Muzaffarpur","2.25","Forest buffer","Single-crop","5","7","0","1","0.85","1","5","5","6.59","Road","5","3","10","14.13","1","15.71"
"SYN-LA-00784","Uttar Pradesh","Gaya","19.68","Residential","Single-crop","2","4","0","0","12.62","14.16","3","8","2.74","Road","17","1","6","6.27","0","7.64"
"SYN-LA-00785","Jharkhand","Nalanda","11.19","Agricultural","Mixed use","8","8","0","0","3.24","3.99","2","8","8.18","Rail","","5","5","7.76","2","11.34"
"SYN-LA-00786","Uttar Pradesh","Dhanbad","1.38","Commercial","Single-crop","6","8","1","0","0.84","1","3","5","11.6","Industrial corridor","4","5","3","10.97","3","17.64"
"SYN-LA-00787","Bihar","Gaya","4.18","Forest buffer","Multi-crop","5","4","0","0","1.89","2.34","6","2","2.85","","9","0","6","12.69","1","13.54"
"SYN-LA-00788","Uttar Pradesh","Nalanda","15.34","Industrial","Multi-crop","3","4","0","0","3.81","4.23","2","8","5.26","Road","6","2","9","9.41","0","11.41"
"SYN-LA-00789","Uttar Pradesh","Dhanbad","1.58","Residential","Fallow","6","6","0","","1.16","","2","9","5.31","Industrial corridor","14","0","8","10.76","1","12.22"
"SYN-LA-00790","Jharkhand","Saran","4.32","Agricultural","","","7","0","0","","1.4","0","8","8.86","Public utility","4","3","5","7.28","1","10.42"
"SYN-LA-00791","Jharkhand","Dhanbad","4.89","Commercial","Multi-crop","2","","0","0","3.85","5.38","2","9","1.44","Industrial corridor","9","4","6","12.04","1","14.31"
"SYN-LA-00792","Bihar","Bhojpur","20.42","Residential","Fallow","8","8","0","0","6.9","8.16","4","3","5.26","Water management","3","1","7","10.87","1","12.28"
"SYN-LA-00793","Uttar Pradesh","Bhojpur","17.55","Agricultural","Fallow","2","1","0","1","12.29","13.73","0","5","3.52","Industrial corridor","13","3","8","9.62","0","10.79"
"SYN-LA-00794","Uttar Pradesh","Gaya","3.02","Residential","Commercial","8","8","0","0","1.48","1.61","4","7","7.77","Rail","15","4","5","11.06","2","13.16"
"SYN-LA-00795","Bihar","Vaishali","3.91","Industrial","Commercial","5","5","1","2","1.14","1.52","6","7","","Water management","5","2","8","8.89","1","11.97"
"SYN-LA-00796","Bihar","Begusarai","14.81","Agricultural","Single-crop","5","7","0","0","3.47","3.83","9","8","5.37","Water management","13","2","7","13.25","1","15.6"
"SYN-LA-00797","Jharkhand","Purnia","0.85","","Fallow","5","4","","0","","0.73","4","4","2.33","","6","4","9","11.84","1","13.83"
